2023 Referendum Polling Place Results By State [Please Note: These results are not final. Event:29581 Phase:PostElection Generated:2023-10-19T17:33:47 Cycle:105353d2-ec22-4dab-bfed-428bd67db69c Created:2023-10-19T17:33:42 Environment:PROD Site:CANBERRA Server:VTR03 Version:10.11.168.0],,,,,,,,,,,,
QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NT,307,Parap,894,51.23,851,48.77,1745,98.87,20,1.13,1765
1,NT,306,Pine Creek,14,20.9,53,79.1,67,100,0,0,67
1,NT,307,Rapid Creek,820,59.08,568,40.92,1388,99.5,7,0.5,1395
1,NT,306,Remote Mobile Team 1,1062,85.58,179,14.42,1241,98.73,16,1.27,1257
1,NT,306,Remote Mobile Team 10,266,69.09,119,30.91,385,99.23,3,0.77,388
1,NT,306,Remote Mobile Team 11,297,59.88,199,40.12,496,99.2,4,0.8,500
1,NT,306,Remote Mobile Team 12,299,73.46,108,26.54,407,99.75,1,0.25,408
1,NT,306,Remote Mobile Team 13,366,76.73,111,23.27,477,98.15,9,1.85,486
1,NT,306,Remote Mobile Team 14,373,79.19,98,20.81,471,97.92,10,2.08,481
1,NT,306,Remote Mobile Team 15,93,65.49,49,34.51,142,97.26,4,2.74,146
1,NT,306,Remote Mobile Team 16,243,61.21,154,38.79,397,99.75,1,0.25,398
1,NT,306,Remote Mobile Team 17,238,63.47,137,36.53,375,99.47,2,0.53,377
1,NT,306,Remote Mobile Team 18,684,91.94,60,8.06,744,99.47,4,0.53,748
1,NT,306,Remote Mobile Team 19,508,89.59,59,10.41,567,97.76,13,2.24,580
1,NT,306,Remote Mobile Team 2,435,79.67,111,20.33,546,99.64,2,0.36,548
1,NT,306,Remote Mobile Team 20,256,61.69,159,38.31,415,99.28,3,0.72,418
1,NT,306,Remote Mobile Team 21,182,69.47,80,30.53,262,98.5,4,1.5,266
1,NT,306,Remote Mobile Team 22,93,80.87,22,19.13,115,99.14,1,0.86,116
1,NT,306,Remote Mobile Team 3,190,85.97,31,14.03,221,96.09,9,3.91,230
1,NT,306,Remote Mobile Team 4,397,56.07,311,43.93,708,99.3,5,0.7,713
1,NT,306,Remote Mobile Team 5,887,82.97,182,17.03,1069,99.17,9,0.83,1078
1,NT,306,Remote Mobile Team 6,703,86.79,107,13.21,810,99.02,8,0.98,818
1,NT,306,Remote Mobile Team 7,316,52.15,290,47.85,606,99.84,1,0.16,607
1,NT,306,Remote Mobile Team 8,633,62.18,385,37.82,1018,99.71,3,0.29,1021
1,NT,306,Remote Mobile Team 9,427,58.33,305,41.67,732,98.92,8,1.08,740
1,NT,307,Rosebery,233,25.98,664,74.02,897,99.78,2,0.22,899
1,NT,306,Sadadeen,297,49.58,302,50.42,599,98.68,8,1.32,607
1,NT,307,Special Hospital Team 1,35,68.63,16,31.37,51,98.08,1,1.92,52
1,NT,306,Special Hospital Team 1,9,28.13,23,71.88,32,100,0,0,32
1,NT,307,Stuart Park,344,46.05,403,53.95,747,99.07,7,0.93,754
1,NT,306,Tennant Creek PPVC,537,50.42,528,49.58,1065,99.35,7,0.65,1072
1,NT,306,Tindal,94,36.15,166,63.85,260,100,0,0,260
1,NT,306,Wagait Beach,71,37.17,120,62.83,191,100,0,0,191
1,NT,307,Wanguri,539,39.46,827,60.54,1366,98.56,20,1.44,1386
1,NT,307,Woodroffe,159,32.78,326,67.22,485,98.98,5,1.02,490
